jobTitle,jobSkills,employer,city,state,geoCode
PHP Developer,CSS|XML|jQuery|Project management|MySQL|Ajax,Big Data Services,Chicago,IL,"41.8781136,-87.6297982"
.Net Developer,ASP|ASP.NET|C#|JavaScript,Simon Hughes Llc,New York,NY,"40.7127837,-74.0059413"
Lead Developer,HTML|JavaScript|Ajax|Programming,IT Services and Networking Corp.,San Jose,CA,"37.3382082,-121.8863286"
Web Developer,Call center|PHP|JavaScript|LAMP|Programming|MVC,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
Application Developer,QA|Microsoft SQL Server|HTML|Programming|Microsoft IIS|Database design|C#,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
Embedded Engineer,Python|Embedded systems|Project management|WAN|Embedded systems|Agile|Networking|Disaster recovery,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
Frontend Web Developer,jQuery|.NET|Ajax|CSS,IT Services and Networking Corp.,San Jose,CA,"37.3382082,-121.8863286"
PeopleSoft Finance Developer,Property and casualty insurance|Business requirements|Data analysis|IT management|QA|QA,Big Data Services,San Jose,CA,"37.3382082,-121.8863286"
Business Intelligence Developer,SQL|Microsoft SSAS|Data warehouse|Business intelligence|Microsoft SSRS,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
Python Developer,Network|HTML|Software development,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
iOS Developer,iOS|Programming|XML|Recruitment,IT Services and Networking Corp.,Austin,TX,"30.267153,-97.7430608"
Full Stack Web Developer,Git|HTML|MySQL|Ajax|Web development|PHP,Acme Inc,Austin,TX,"30.267153,-97.7430608"
Java Developer,Android|iOS|Agile|TDD|Python|CSS|Ruby|J2EE|Change management|Unix|XML|QA|API|Jenkins|Microsoft Office,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
C# Developer,Programming|Modeling|SQL|Programming,Big Tech Company,Des Moines,IA,"41.6005448,-93.6091064"
Mainframe Developer,COBOL|Programming|Teradata,Large Search Giant Llc.,Chicago,IL,"41.8781136,-87.6297982"
Salesforce Developer,Salesforce.com|Microsoft Exchange|System testing,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
Ruby on Rails Developer,MySQL|GPS|Software architecture|Software|API,Roll the Dice Inc.,New York,NY,"40.7127837,-74.0059413"
Fullstack .Net Developer,SQL|HTTP|QA|Programming|Analytical skill|Research|Supervision,Scientists and Quants Inc,Des Moines,IA,"41.6005448,-93.6091064"
.Net Developer,CSS|JavaScript|Database design,Python code ninjas,New York,NY,"40.7127837,-74.0059413"
Cyber Security Analyst,Modeling|Software engineering|Java|Architecture|Programming|Jenkins|QA,IT Services and Networking Corp.,Austin,TX,"30.267153,-97.7430608"
.Net Developer,JavaScript|Microsoft SQL Server|SQL|CSS,Data Science Consultants,Austin,TX,"30.267153,-97.7430608"
.Net Developer,Database design|Microsoft SQL Server|ASP|Programming|.NET|Agile,Big Tech Company,Chicago,IL,"41.8781136,-87.6297982"
Web Developer,HTML|Linux|Java|Software development,Big Data Services,New York,NY,"40.7127837,-74.0059413"
Database Developer,SQL|.NET|Microsoft SQL Server,Data Science Consultants,Austin,TX,"30.267153,-97.7430608"
Cloud Developer,AngularJS|Citrix|Scrum|Security|Networking|Software engineering|Windows PowerShell|Database design,Roll the Dice Inc.,Austin,TX,"30.267153,-97.7430608"
Web Developer,CSS|Git|Web development,Roll the Dice Inc.,New York,NY,"40.7127837,-74.0059413"
Frontend Developer,.NET|Software engineering|Cloud|Software engineering|Microsoft SQL Server,Large Search Giant Llc.,San Jose,CA,"37.3382082,-121.8863286"
Web Developer,.NET|Web development|SQL|ASP|JavaScript,Data Science Consultants,San Jose,CA,"37.3382082,-121.8863286"
Frontend Developer,Security|JavaScript|Java|jQuery|SDLC|IDE|Microsoft Windows|Agile,Large Search Giant Llc.,San Francisco,CA,"37.7749295,-122.4194155"
SharePoint Developer,Recruitment|Business requirements|JavaScript|Consulting|CSS,Large Search Giant Llc.,New York,NY,"40.7127837,-74.0059413"
Lead Web Developer,Web development|JavaScript|ASP.NET|ASP,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
SAS Developer,ETL|SQL|Database|SAS,Python code ninjas,New York,NY,"40.7127837,-74.0059413"
Java Developer,jQuery|SQL|Security|Java|AngularJS|DOM,Big Data Services,San Jose,CA,"37.3382082,-121.8863286"
Lead Developer,C#|Programming|Java|Architecture|Consulting,SocialMedia.com,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,Database design|FoxPro|SQL,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,Web development|JavaScript|C#|HTML,SocialMedia.com,Des Moines,IA,"41.6005448,-93.6091064"
Mobile Developer,XML|Animation|Graphics|AngularJS|iOS|Java,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
PHP Developer,MVC|HTML5|PHP|Amazon Web Services|Cloud|Zend|PHP|PHP|Dependency injection|Cloud|Zend|Laravel|PHP,Simon Hughes Llc,San Jose,CA,"37.3382082,-121.8863286"
Oracle Developer,jQuery|Oracle|Research|HTML|JavaScript|Oracle Developer,Large Search Giant Llc.,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,CMS|ASP.NET|JavaScript|CSS|Mobile development|ADO|C#,Big Tech Company,Austin,TX,"30.267153,-97.7430608"
Oracle Developer,Microsoft Windows|Oracle|Scheduling,Big Tech Company,San Jose,CA,"37.3382082,-121.8863286"
Web Developer,OOD|SQL|Microsoft SQL Server|Research,SocialMedia.com,San Jose,CA,"37.3382082,-121.8863286"
Frontend Developer,.NET|API|ASP.NET,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
.Net Developer,Security|.NET|ADO|ASP.NET|Ajax|JavaScript,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
JavaScript Developer,Scrum|Agile|XML|Git|JavaScript,Acme Inc,New York,NY,"40.7127837,-74.0059413"
Lead Developer,MySQL|iOS|Java|Software engineering|SQL|Networking|API|NoSQL|Microsoft SQL Server,Big Data Services,San Francisco,CA,"37.7749295,-122.4194155"
Frontend Web Developer,Web development|Adobe|CSS,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
LAMP Developer,PHP|Apache HTTP Server|Shell scripting,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
Business Intelligence Developer,Microsoft BI|Microsoft SSRS|Business intelligence|Business intelligence|ETL,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
Frontend Web Developer,jQuery|CSS|Web browsers|Web design|C#,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
Web Developer,CSS|Programming|Customer service|Content management|Ajax|.NET|CMS|C#|SOAP,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
WordPress Developer,DNS|CRM|Web design,Data Science Consultants,Austin,TX,"30.267153,-97.7430608"
Mobile Developer,Objective-C|Xcode|Software|Java,Python code ninjas,Chicago,IL,"41.8781136,-87.6297982"
Java Lead Developer,Ajax|JavaScript|Java|Leadership,Big Tech Company,Des Moines,IA,"41.6005448,-93.6091064"
VBA Developer,Business Objects|Microsoft Access|Oracle|Consulting|ODBC|SQL|HTTP,Big Tech Company,Chicago,IL,"41.8781136,-87.6297982"
Web Developer,HTML|JavaScript|CSS|Database design|Sales|QA|CRM,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Lead Web Developer,QA|.NET|ASP|Web development,Big Tech Company,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,UI|Simulation|QA|Software,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
Web Developer,ASP|Web design|Web browsers|QA|Microsoft SQL Server|UI|ASP.NET|.NET|CSS|Android,Python code ninjas,Austin,TX,"30.267153,-97.7430608"
Fullstack Ruby Developer,QA|Programming|Java|Ruby|Perl|Oracle|SQL,Data Science Consultants,Chicago,IL,"41.8781136,-87.6297982"
Business Intelligence Developer,Software|Visual Basic|System testing|SQL|Modeling,Data Science Consultants,Austin,TX,"30.267153,-97.7430608"
Application Developer,Usability testing|Software|Engineering|JavaScript,Scientists and Quants Inc,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,Database design|J2EE|XSLT|Agile|XML|Java|Java|Recruitment|Microsoft SQL Server|Git|QA,Python code ninjas,New York,NY,"40.7127837,-74.0059413"
Java Developer,Java|Jenkins|Apache Tomcat|WildFly|Git,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
SharePoint Developer,Content management|Lifecycle management|Video|DHTML|Research|Java|HTML|Software|Ajax,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
.Net Developer,Microsoft SQL Server|C#|HTML|OOP|SQL|TDD|ASP|QA,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,Engineering|System testing|SOAP|Software|PL/SQL|Software architecture|Java,Big Tech Company,San Francisco,CA,"37.7749295,-122.4194155"
Web Developer,Java|TDD|API|Programming|Linux|Oracle|SQL|JavaScript,Big Tech Company,San Francisco,CA,"37.7749295,-122.4194155"
Angular JS Developer,DHTML|JavaScript|Perl|Desktop|HTTP|Python,Large Search Giant Llc.,Austin,TX,"30.267153,-97.7430608"
Mobile Developer,Adobe|Consulting|Software engineering|Mobile development|HTTP,Simon Hughes Llc,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,DOM|QA|J2EE|JavaScript|XML|JSP,Big Tech Company,San Francisco,CA,"37.7749295,-122.4194155"
DevOps Engineer,C++|Microsoft Exchange|QA,Simon Hughes Llc,Austin,TX,"30.267153,-97.7430608"
Android Developer,C++|Framework|Android|QNX|Software|JNI|Framework,Large Search Giant Llc.,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,ASP.NET|ADO|Web development|PHP|.NET|Java|ASP,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
PHP Developer,MySQL|MySQL|JavaScript,Big Tech Company,San Jose,CA,"37.3382082,-121.8863286"
Mobile Developer,Android|SQL|Objective-C,SocialMedia.com,San Francisco,CA,"37.7749295,-122.4194155"
Application Developer,Microsoft SQL Server|Architecture|Bash|Python|Linux administration|JavaScript|SVN|HTTP,Acme Inc,New York,NY,"40.7127837,-74.0059413"
Frontend Developer,Engineering|Shell scripting|JSP|Perl|Database design,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,PL/SQL|Security+|Acceptance testing|Software development|Computer,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
Big Data Developer,Linux|Citrix|Scrum|Data marts|Networking|TCP/IP|Unix|Data analysis,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
ASP.NET Developer,Ajax|Hardware|ASP.NET|HTML|QA|.NET|SQL,Python code ninjas,Des Moines,IA,"41.6005448,-93.6091064"
JavaScript Developer,Git|QA|XML|Scrum|JavaScript,Large Search Giant Llc.,Austin,TX,"30.267153,-97.7430608"
.Net Developer,Software engineering|JavaScript|.NET|OOP|SOAP|Software|Engineering|XML|Software|Analytical skill,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
Business Intelligence Developer,Business requirements|Configuration|Verification and validation|Data warehouse|Microsoft SQL Server|Data marts,Large Search Giant Llc.,New York,NY,"40.7127837,-74.0059413"
Java Developer,MongoDB|Java|JavaScript,IT Services and Networking Corp.,Austin,TX,"30.267153,-97.7430608"
Java Developer,Java|OOD|Agile,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
Program Manager,Agile|Objective-C|Android|HTML,Data Science Consultants,Austin,TX,"30.267153,-97.7430608"
QA Engineer,Unix|Scripting|Microsoft Windows|Android|QA|Routers|QA,Big Tech Company,San Francisco,CA,"37.7749295,-122.4194155"
Salesforce Developer,Salesforce.com|Consulting|QA,Data Science Consultants,New York,NY,"40.7127837,-74.0059413"
System Engineer,CGI|Security QA|Microsoft Windows|Java,Roll the Dice Inc.,Des Moines,IA,"41.6005448,-93.6091064"
System Engineer,HTTP|PHP|Java|Perl|Networking,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,Java|JSP|SunOS,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
.Net Developer,Programming|Microsoft Windows|Recruitment|Telecommunications|Database design|JavaScript|.NET|jQuery,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
Backend Developer,Oracle|Apache HTTP Server|OOD|Modeling|Application server|Java|XML|Unix|Systems architecture|Linux administration|JavaScript|IDE|Ajax,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,MySQL|Zend|Web development,Data Science Consultants,Chicago,IL,"41.8781136,-87.6297982"
Salesforce Developer,Computer-aided software engineering|IDE|Research|Database design|SOAP|Programming|CSS|Specification,SocialMedia.com,San Jose,CA,"37.3382082,-121.8863286"
Dynamics CRM Developer,Business intelligence|.NET|ASP.NET|SDLC|Microsoft SQL Server|Consulting|JavaScript,Large Search Giant Llc.,San Jose,CA,"37.3382082,-121.8863286"
C# Developer,Programming|Python|C++|C#,IT Services and Networking Corp.,San Francisco,CA,"37.7749295,-122.4194155"
Full Stack Web Developer,AngularJS|ASP.NET|Security|API|XML|HTML|Python|Programming|JavaScript|SQL|ASP|CSS,Simon Hughes Llc,San Francisco,CA,"37.7749295,-122.4194155"
Data Developer,MySQL|Perl|Programming|MySQL,Big Tech Company,New York,NY,"40.7127837,-74.0059413"
SharePoint Developer,QA|Windows PowerShell|Microsoft SQL Server|TDD|Architecture|Scrum|Microsoft PowerPoint|Security|Architecture|SQL|jQuery|JavaScript,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
.Net Developer,jQuery|SOAP|Scrum|Java|SQL|ASP.NET,Simon Hughes Llc,Des Moines,IA,"41.6005448,-93.6091064"
Cyber Security Analyst,SDLC|Analytical skill|Architecture,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,ASP.NET|QA|Visual Basic|Microsoft Excel|Adobe|.NET|SQL,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Frontend Developer,Web browsers|Git|HTML|CSS|SVN|HTTP,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
Java Developer,Supply chain management|JavaScript|Agile,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,VMware|Java|Android|Unix|OOP,Scientists and Quants Inc,Des Moines,IA,"41.6005448,-93.6091064"
PHP Developer,Apache Subversion|PHP|HTML|QA|JavaScript|MySQL,SocialMedia.com,San Jose,CA,"37.3382082,-121.8863286"
.Net Developer,.NET|Visual Basic|SQL|Security|ASP|ADO,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
Application Developer,Security QA|Change management|IBM DB2|VSAM|Consulting|Microsoft Excel,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
PHP Developer,PHP|JavaScript|OOP,Big Data Services,New York,NY,"40.7127837,-74.0059413"
PHP Developer,PHP|MySQL|MySQL,SocialMedia.com,Austin,TX,"30.267153,-97.7430608"
.Net Developer,Computer|Programming|Visual Basic|Software|Modeling|SQL|.NET|IT management|HTTP|MySQL|Software engineering|Web server,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,JavaScript|Software|Software|SOAP|Linux|JSP|IBM Rational,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
Ruby Developer,Web development|jQuery|MySQL,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
Frontend Developer,JavaScript|C#|Java|UI|HTML|jQuery|SQL|JavaScript|Java|UX|ASP.NET,Big Tech Company,New York,NY,"40.7127837,-74.0059413"
PHP Developer,PHP|MySQL|CSS,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,Adobe|QA|HTML|SDLC|Electronic commerce,IT Services and Networking Corp.,New York,NY,"40.7127837,-74.0059413"
.Net Developer,QA|C#|TDD,SocialMedia.com,San Jose,CA,"37.3382082,-121.8863286"
.Net Developer,Programming|Ajax|ASP|QA|ASP.NET|Microsoft IIS|C#|HTML|Business requirements,Big Tech Company,San Francisco,CA,"37.7749295,-122.4194155"
C# Developer,Software engineering|Programming|C#|OOP|Database design|Research|SQL,SocialMedia.com,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,jQuery|Security|Apache Subversion,Simon Hughes Llc,San Jose,CA,"37.3382082,-121.8863286"
Big Data Developer,C++|Research|Microsoft PowerPoint|Microsoft Word|Java|Engineering|Microsoft Excel|Metrics,Big Tech Company,New York,NY,"40.7127837,-74.0059413"
Web Developer,Web development|Research|OOP|VMware|Agile|SVN|XML|Scrum,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
Frontend Developer,OOD|API|UX|Scrum|Java|Architecture|HTTP,Roll the Dice Inc.,San Francisco,CA,"37.7749295,-122.4194155"
.Net Developer,IT management|Modeling|HTTP|ASP|Visual Basic|ASP.NET|Software|Computer|XSLT|Programming|XML|Database design,Big Data Services,Austin,TX,"30.267153,-97.7430608"
C# Developer,Ajax|ASP|SQL|HTML,Acme Inc,New York,NY,"40.7127837,-74.0059413"
PHP Developer,Recruitment|PHP|JavaScript|MySQL,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
PHP Developer,MySQL|PHP|OOP|Recruitment,SocialMedia.com,Chicago,IL,"41.8781136,-87.6297982"
Informatica Developer,SOAP|QA|Informatica|Microsoft SQL Server|Linux administration|HTML|Software|Software|EDI|Software|QA|IT|.NET|Consulting|Engineering|Unix|ASP.NET,Big Tech Company,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,Java|Modeling|XML|Ajax|SMTP|ASP|SQL|Programming|Data modeling|QA,Large Search Giant Llc.,Chicago,IL,"41.8781136,-87.6297982"
COBOL Developer,COBOL|Business requirements|IBM DB2,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
iOS Developer,Software|Programming|Software,Data Science Consultants,New York,NY,"40.7127837,-74.0059413"
.Net Developer,SQL|C#|.NET,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
Business Intelligence Developer,QA|Software|Software|EPIC|System testing,Data Science Consultants,Chicago,IL,"41.8781136,-87.6297982"
Application Developer,JavaScript|Consulting|Biometrics,Acme Inc,Austin,TX,"30.267153,-97.7430608"
PHP Developer,OOP|PHP|MySQL|MySQL,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
Backend Developer,PHP|Database|QA,Simon Hughes Llc,Austin,TX,"30.267153,-97.7430608"
Java Developer,JavaScript|PL/SQL|Java|Data modeling,Big Data Services,Austin,TX,"30.267153,-97.7430608"
Java Developer,Java|Business requirements|J2EE|Agile|Specification,Large Search Giant Llc.,Chicago,IL,"41.8781136,-87.6297982"
JavaScript Developer,Backbone.js|HTML|Database|NoSQL|AngularJS,Python code ninjas,Austin,TX,"30.267153,-97.7430608"
C# Developer,ASP|JavaScript|HTML|.NET,Simon Hughes Llc,Des Moines,IA,"41.6005448,-93.6091064"
Lead Application Developer,Microsoft Excel|IT|Software|Data modeling|SQL|Microsoft SQL Server|Telecommunications|Programming,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
Fullstack Developer,C#|HTML|Microsoft Access|CSS|Microsoft SQL Server|ASP.NET,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
.Net Developer,Visual Basic|jQuery|ASP.NET|.NET|ADO|Ajax,Data Science Consultants,San Jose,CA,"37.3382082,-121.8863286"
Database Developer,Security|Microsoft SQL Server|Supervision,SocialMedia.com,Austin,TX,"30.267153,-97.7430608"
Full Stack Web Developer,Security|HTML|Web development,SocialMedia.com,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,J2EE|QA|Algorithms|JSP|Adobe|Programming,SocialMedia.com,San Jose,CA,"37.3382082,-121.8863286"
UX Developer,HTML|Axure|Mobile|RESTful|Web API,SocialMedia.com,San Francisco,CA,"37.7749295,-122.4194155"
Crystal Report Developer,SQL|Verification and validation|Data analysis,Large Search Giant Llc.,New York,NY,"40.7127837,-74.0059413"
Mobile Developer,Security QA|Assembly language|Android|iOS|Risk management,Large Search Giant Llc.,Des Moines,IA,"41.6005448,-93.6091064"
.Net Developer,Software development|Microsoft SQL Server|System testing|Software,Big Tech Company,New York,NY,"40.7127837,-74.0059413"
.Net Developer,QA|Microsoft SQL Server|C#|JavaScript,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
Database Developer,Microsoft SQL Server|Apache Solr|Scrum|NoSQL|Supervision,Big Tech Company,Des Moines,IA,"41.6005448,-93.6091064"
Database Developer,Database|Microsoft SQL Server|Data warehouse|Transact-SQL,Big Tech Company,San Francisco,CA,"37.7749295,-122.4194155"
Database Developer,Software architecture|Database|SQL|Software,Simon Hughes Llc,New York,NY,"40.7127837,-74.0059413"
Report Developer,Programming|.NET|Accounting,Simon Hughes Llc,San Jose,CA,"37.3382082,-121.8863286"
JavaScript Developer,Programming|Network|AngularJS,Simon Hughes Llc,New York,NY,"40.7127837,-74.0059413"
Database Developer,SQL|Data warehouse|SAP,SocialMedia.com,San Francisco,CA,"37.7749295,-122.4194155"
Embedded Engineer,Embedded systems|Programming|UML|Software engineering|Android|C++|Embedded systems,Data Science Consultants,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,IBM WebSphere MQ|.NET|XML|Java|Java|Apache HTTP Server|Apache Tomcat|SQL|Enterprise JavaBeans,Large Search Giant Llc.,Chicago,IL,"41.8781136,-87.6297982"
Cyber Security Analyst,Linux administration|Security|Java,SocialMedia.com,San Francisco,CA,"37.7749295,-122.4194155"
Frontend Developer,Scrum|Web design|Content management|MySQL|MySQL|Database design|Telecommunications|Oracle|UX,Simon Hughes Llc,Des Moines,IA,"41.6005448,-93.6091064"
ETL Developer,Agile|Database|QA|Java|Programming|Informatica|Business intelligence|SQL|SDLC,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
Integration Developer,Transact-SQL|ETL|SQL,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
iOS Developer,Engineering|IBM Notes|IDE,Data Science Consultants,Des Moines,IA,"41.6005448,-93.6091064"
.Net Developer,Engineering|Engineering|JavaScript|Software|Computer|Microsoft SQL Server,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
.Net Developer,ASP|Business intelligence|Microsoft SQL Server|Web development|QA|.NET|Database design|API|SQL,Python code ninjas,Austin,TX,"30.267153,-97.7430608"
Web Developer,UI|Web development|CSS|HTML,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
Lead Developer,QA|Research|Agile|ASP|C#|iOS|.NET,Big Data Services,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,Architecture|Java|SQL,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
Lead Developer,Electronic commerce|Supervision|Java|Hardware|Firmware,Large Search Giant Llc.,San Jose,CA,"37.3382082,-121.8863286"
Application Developer,Project management|Business requirements|CSS|Scheduling|AngularJS|MySQL|SQL|Lifecycle management,Simon Hughes Llc,San Jose,CA,"37.3382082,-121.8863286"
Oracle Developer,Programming|Scripting|Programming|SQL|Security,Large Search Giant Llc.,New York,NY,"40.7127837,-74.0059413"
Frontend Developer,CSS|Content management|JavaScript,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
.Net Developer,Research|IT management|SQL|Engineering|System testing|ASP|Software engineering|Software|Visual Basic|Software|Modeling|MySQL,SocialMedia.com,Des Moines,IA,"41.6005448,-93.6091064"
Fullstack Developer,Modeling|SQL|Java|Scrum|Data modeling|JavaScript|API,Data Science Consultants,Des Moines,IA,"41.6005448,-93.6091064"
Embedded Engineer,Research|Embedded software|Embedded systems|C++,Roll the Dice Inc.,Des Moines,IA,"41.6005448,-93.6091064"
JavaScript Developer,OOD|Git|Jenkins|Microsoft SQL Server,IT Services and Networking Corp.,Austin,TX,"30.267153,-97.7430608"
C# Developer,JavaScript|C#|ASP|jQuery|Programming,SocialMedia.com,Des Moines,IA,"41.6005448,-93.6091064"
Frontend Developer,Revision control|Web design|JavaScript|UX|jQuery,Roll the Dice Inc.,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,CSS|Database design|Apache HTTP Server|JavaScript|Web server|Supervision|Lifecycle management|J2EE|SQL,SocialMedia.com,Austin,TX,"30.267153,-97.7430608"
Java Developer,JSP|Java|Web services|Spring MVC,Simon Hughes Llc,Austin,TX,"30.267153,-97.7430608"
PHP Developer,MySQL|HTML|CSS,Large Search Giant Llc.,New York,NY,"40.7127837,-74.0059413"
Salesforce Developer,API|Salesforce.com|Apex|Programming,Python code ninjas,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,Java|SVN|NoSQL|Programming|Revision control,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
Java Developer,Agile|JAX-RS|Enterprise JavaBeans|Java|JUnit|Unit testing|XSLT,Roll the Dice Inc.,Austin,TX,"30.267153,-97.7430608"
Lead Developer,Network|Citrix|Firewall|Software engineering,Large Search Giant Llc.,Des Moines,IA,"41.6005448,-93.6091064"
Python Developer,Research|Embedded systems|JavaScript|Java|Embedded systems|RFID|Hardware|Linux,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
.Net Developer,SQL|Database design|Oracle,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
Web Developer,jQuery|QA|CSS|Content management,SocialMedia.com,San Jose,CA,"37.3382082,-121.8863286"
C++ Developer,Algorithmic trading|Routers|TCP/IP,Data Science Consultants,San Jose,CA,"37.3382082,-121.8863286"
Database Developer,MongoDB|Security|HTTP|Recruitment|MySQL,Simon Hughes Llc,Chicago,IL,"41.8781136,-87.6297982"
PHP Developer,Apache Subversion|Java|Revision control|CMS|HTML|PHP,Data Science Consultants,Des Moines,IA,"41.6005448,-93.6091064"
Frontend Developer,C#|ASP.NET|Architecture|jQuery|HTML|Revision control|Security,SocialMedia.com,Austin,TX,"30.267153,-97.7430608"
.Net Developer,.NET|C#|Microsoft IIS|SOAP|HTML|Content management|WSDL|SDLC|QA|JavaScript|UML,SocialMedia.com,Austin,TX,"30.267153,-97.7430608"
JavaScript Developer,HTML|Programming|Software architecture|Software engineering,Data Science Consultants,Austin,TX,"30.267153,-97.7430608"
Web Developer,Java|ASP|HTML|Microsoft SQL Server|ASP.NET,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
Full Stack Web Developer,AngularJS|Database design|JavaScript|UI|Programming|Java,IT Services and Networking Corp.,New York,NY,"40.7127837,-74.0059413"
Frontend Developer,HTML|CSS|QA|jQuery,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Frontend Developer,ASP|PHP|Git|Database design|SVN|Verification and validation|Microsoft Windows|CMS|JSP|API|JavaScript|Web browsers|Content management|Conceptual design,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
JavaScript Developer,Visual Basic|JavaScript|C#,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
Web Developer,HTML|CSS|.NET|Database design|JavaScript|Programming,Acme Inc,New York,NY,"40.7127837,-74.0059413"
Database Developer,Python|DBA|Apache Hadoop|Modeling|Microsoft Windows|Microsoft SQL Server,SocialMedia.com,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,Programming|Business requirements|Oracle,Scientists and Quants Inc,New York,NY,"40.7127837,-74.0059413"
.Net Developer,Business requirements|SDLC|SQL|Database design|IBM|ASP.NET|.NET|Oracle,Big Data Services,Austin,TX,"30.267153,-97.7430608"
Java Developer,jQuery|SOAP|Java|XSL|JavaScript,Data Science Consultants,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,AngularJS|SOAP|Java|J2EE|Ajax|SQL|QA|SDLC|Programming|XML|Programming,SocialMedia.com,San Jose,CA,"37.3382082,-121.8863286"
